StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q1,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q23,Q24,Q29,Q30,Q32,Q33,Q35,Q36,Q38,Q39,Q41,Q42,Q44,Q45,Q47,Q48,Q53,Q54,Q56,Q57,Q59,Q60,Q64,Q65,CompletionCode
2017-11-17 15:12:28,2017-11-17 15:15:12,IP Address,110.227.241.17,100,163,True,2017-11-17 15:15:12,R_3PhPYKAAF8BbN3t,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Both of the above,Agree,Pop Culture,Strongly Agree,Science,Strongly Agree,Pop Culture,Strongly Agree,Both of the above,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,,Agree,Both of the above,Agree,Pop Culture,Agree,Both of the above,Strongly Agree,Pop Culture,Agree,Science,Strongly Agree,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,36298143
2017-11-17 15:13:31,2017-11-17 15:16:12,IP Address,63.155.174.204,100,161,True,2017-11-17 15:16:13,R_3e9T2UOHL5n9n3L,,,,,42.28759765625,-122.90010070801,anonymous,EN,Disagree,,Undecided,Science,Strongly Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Agree,Science,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Agree,,Disagree,,Agree,Pop Culture,Strongly Agree,,Undecided,,Undecided,Pop Culture,Undecided,Pop Culture,,,60946925
2017-11-17 15:18:23,2017-11-17 15:20:13,IP Address,12.247.3.50,100,110,True,2017-11-17 15:20:14,R_RgxQkN8KkNuZwoF,,,,,29.428894042969,-98.526802062988,anonymous,EN,Strongly Disagree,Both of the above,Strongly Agree,Both of the above,Strongly Agree,Science,Strongly Agree,Science,Undecided,Science,Undecided,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,14676946
2017-11-17 15:20:05,2017-11-17 15:23:24,IP Address,75.120.142.7,100,198,True,2017-11-17 15:23:24,R_31yYretjsZs6giG,,,,,34.946105957031,-92.085800170898,anonymous,EN,Strongly Disagree,Pop Culture,Disagree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Strongly Disagree,Science,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Agree,Both of the above,Undecided,Pop Culture,Strongly Agree,,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,66291247
2017-11-17 15:24:58,2017-11-17 15:27:52,IP Address,107.185.218.19,100,173,True,2017-11-17 15:27:52,R_1C3aEJgIYdQARbM,,,,,34.196502685547,-118.81880187988,anonymous,EN,Undecided,Science,Undecided,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,60043831
2017-11-17 15:33:21,2017-11-17 15:38:15,IP Address,205.153.204.1,100,294,True,2017-11-17 15:38:16,R_3qDlw6RmVj4OaOg,,,,,42.444000244141,-122.1741027832,anonymous,EN,Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Undecided,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Strongly Agree,Both of the above,Strongly Agree,Science,Undecided,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,,61331412
2017-11-17 15:25:21,2017-11-17 15:38:57,IP Address,66.75.18.69,100,816,True,2017-11-17 15:38:57,R_11ZJCkIT05sTU3f,,,,,34.970092773438,-116.99290466309,anonymous,EN,Strongly Disagree,Science,Undecided,Science,Strongly Agree,Science,Undecided,Science,Undecided,Science,Undecided,Science,Strongly Disagree,Science,Disagree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,39475732
2017-11-17 15:58:14,2017-11-17 15:59:50,IP Address,122.164.111.43,100,96,True,2017-11-17 15:59:51,R_33fmAERHyoAwaz2,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,85854547
2017-11-17 16:00:05,2017-11-17 16:03:42,IP Address,122.174.186.170,100,217,True,2017-11-17 16:03:43,R_3htGMOAGfephtZm,,,,,13.083297729492,80.283294677734,anonymous,EN,Undecided,,Agree,Science,Undecided,,Agree,,Strongly Agree,Science,Agree,Science,Disagree,,Agree,Science,Agree,,Undecided,,Undecided,,Agree,Pop Culture,Strongly Agree,,Agree,,Undecided,,Agree,Pop Culture,,,10960901
2017-11-17 16:10:11,2017-11-17 16:14:29,IP Address,122.174.186.170,100,258,True,2017-11-17 16:14:29,R_1jqu85qlkyycYfg,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Strongly Agree,Science,Agree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Agree,,Agree,,Agree,Pop Culture,Disagree,,Agree,Pop Culture,Agree,Pop Culture,Agree,,Agree,Pop Culture,Agree,Pop Culture,,,70948333
2017-11-17 16:14:30,2017-11-17 16:17:41,IP Address,190.142.101.38,100,190,True,2017-11-17 16:17:41,R_3exl5k9DNEEpwhV,,,,,10.028900146484,-69.089401245117,anonymous,EN,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Both of the above,Strongly Disagree,Science,Strongly Agree,Both of the above,Strongly Disagree,Science,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,,,56575948
2017-11-17 12:33:37,2017-11-17 12:33:47,IP Address,50.38.86.245,3,9,False,2017-11-17 16:33:55,R_2WTf9xRkQrCZ9kq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92074860
2017-11-17 11:45:27,2017-11-17 12:35:52,IP Address,157.50.21.216,94,3025,False,2017-11-17 16:36:11,R_UuOwuOzcSRZUBnX,,,,,,,anonymous,EN,Undecided,,Agree,Both of the above,Agree,Both of the above,Agree,Pop Culture,Agree,Both of the above,Strongly Agree,,Agree,,Disagree,Both of the above,Agree,Both of the above,Undecided,Pop Culture,Strongly Disagree,,Undecided,Both of the above,Undecided,,Undecided,Both of the above,Agree,,Agree,Science,,,66461255
2017-11-17 12:24:40,2017-11-17 12:38:59,IP Address,122.165.162.233,20,858,False,2017-11-17 16:39:11,R_1dLY2hyKPgj3vKp,,,,,,,anonymous,EN,,,,,,,,,,,,,Agree,Pop Culture,Undecided,,,,,,,,,,,,,,,,Agree,Both of the above,,,63787252
2017-11-17 17:38:21,2017-11-17 17:42:41,IP Address,74.65.197.210,100,260,True,2017-11-17 17:42:41,R_Q6AhUhMdHDfWPJv,,,,,40.71110534668,-73.946899414062,anonymous,EN,Agree,,Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,,Strongly Disagree,,Agree,,Disagree,,Agree,Pop Culture,Disagree,,Strongly Agree,Pop Culture,Strongly Agree,,Disagree,,Undecided,Pop Culture,Agree,Pop Culture,,,49197431
2017-11-17 17:40:36,2017-11-17 17:42:43,IP Address,66.38.72.166,100,126,True,2017-11-17 17:42:44,R_26gyQO8Pbin8hzM,,,,,37.070693969727,-85.047897338867,anonymous,EN,Agree,Both of the above,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,31240775
2017-11-17 17:45:54,2017-11-17 17:47:56,IP Address,71.76.146.142,100,121,True,2017-11-17 17:47:56,R_12amB75lMuiGwbh,,,,,36.229705810547,-79.871002197266,anonymous,EN,Strongly Disagree,Pop Culture,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Both of the above,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,82453588
2017-11-17 15:20:11,2017-11-17 15:20:59,IP Address,96.236.116.253,31,48,False,2017-11-17 19:21:14,R_Rn1lAxAOVSD6w8x,,,,,,,anonymous,EN,,,Undecided,Science,,,,,Undecided,Science,,,Strongly Agree,Science,,,Disagree,Pop Culture,,,,,,,,,Undecided,Pop Culture,,,,,,,99671706
2017-11-17 15:17:26,2017-11-17 15:24:46,IP Address,107.185.218.19,94,439,False,2017-11-17 19:25:31,R_3k0pVgqUUPzZ0HD,,,,,,,anonymous,EN,Undecided,Both of the above,Undecided,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,41036349
