StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q1,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q23,Q24,Q29,Q30,Q32,Q33,Q35,Q36,Q38,Q39,Q41,Q42,Q44,Q45,Q47,Q48,Q53,Q54,Q56,Q57,Q59,Q60,Q64,Q65,CompletionCode
2017-11-17 23:15:33,2017-11-17 23:18:22,IP Address,96.232.96.117,100,168,True,2017-11-17 23:18:23,R_1BQktvZtlDlIXAC,,,,,40.780899047852,-73.641502380371,anonymous,EN,Disagree,Science,Disagree,Science,Undecided,Science,Undecided,Science,Disagree,Science,Disagree,Science,Undecided,Science,Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,,,87488317
2017-11-17 23:15:01,2017-11-17 23:20:17,IP Address,157.50.12.158,100,316,True,2017-11-17 23:20:18,R_29oVdT6ZeKptNrh,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Undecided,Science,Strongly Agree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Science,Strongly Agree,Pop Culture,,,69067674
2017-11-17 23:15:13,2017-11-17 23:21:21,IP Address,42.111.141.59,100,368,True,2017-11-17 23:21:22,R_1Q0MybzpnYPgZXK,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Agree,,Strongly Disagree,,Undecided,Science,Strongly Agree,,Strongly Disagree,,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,,,71345554
2017-11-17 23:21:16,2017-11-17 23:23:43,IP Address,50.232.33.26,100,146,True,2017-11-17 23:23:44,R_1IFwqSM9D7GY9O0,,,,,38.658203125,-77.249702453613,anonymous,EN,Undecided,Science,Disagree,Science,Strongly Disagree,Science,Strongly Agree,Science,Undecided,Science,Undecided,Science,Undecided,Science,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,,,39008926
2017-11-17 23:15:25,2017-11-17 23:23:50,IP Address,157.50.12.158,100,505,True,2017-11-17 23:23:50,R_5zjUm5ii1U3saU9,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Agree,Both of the above,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Undecided,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Science,Agree,Pop Culture,Undecided,Pop Culture,Agree,Science,,,39042927
2017-11-17 23:15:00,2017-11-17 23:29:17,IP Address,117.193.38.248,100,857,True,2017-11-17 23:29:18,R_t06vyRzozbhEFuV,,,,,13.083297729492,80.283294677734,anonymous,EN,Strongly Disagree,Both of the above,Undecided,Science,Disagree,Science,Agree,Science,Agree,Science,Strongly Agree,Science,Undecided,Science,Agree,Science,Strongly Agree,Pop Culture,Agree,Both of the above,Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Both of the above,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,,,62245873
2017-11-17 23:14:56,2017-11-17 23:30:57,IP Address,157.50.11.108,100,960,True,2017-11-17 23:30:57,R_2EAIVwWSLZHoRAL,,,,,11.350006103516,77.733306884766,anonymous,EN,Agree,Science,Agree,Science,Disagree,Science,Disagree,Science,Agree,Science,Disagree,Science,Agree,Science,Disagree,Science,Agree,,Undecided,Pop Culture,Disagree,,Agree,,Agree,,Agree,,Undecided,,Agree,,,,60824947
2017-11-17 23:25:28,2017-11-17 23:31:21,IP Address,68.4.192.232,100,352,True,2017-11-17 23:31:22,R_12nj4DiQ2ZRvMtM,,,,,33.605102539062,-117.64399719238,anonymous,EN,Disagree,Science,Agree,Science,Disagree,Science,Agree,Science,Disagree,Science,Agree,Science,Undecided,Science,Strongly Disagree,Science,Agree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,,,33857547
2017-11-17 23:32:48,2017-11-17 23:34:59,IP Address,157.50.12.158,100,131,True,2017-11-17 23:35:00,R_xuuuAofF3SqmClP,,,,,13.083297729492,80.283294677734,anonymous,EN,Strongly Disagree,Science,Undecided,Science,Strongly Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Disagree,,Agree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Science,Agree,Science,Agree,Pop Culture,Strongly Agree,,,,40151052
2017-11-17 23:28:00,2017-11-17 23:36:59,IP Address,157.50.10.230,100,538,True,2017-11-17 23:36:59,R_PMNRzcpDqnVS1dD,,,,,13.083297729492,80.283294677734,anonymous,EN,Disagree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Pop Culture,Strongly Agree,Science,Strongly Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Science,,,64952011
2017-11-17 23:39:43,2017-11-17 23:43:25,IP Address,104.186.234.163,100,222,True,2017-11-17 23:43:25,R_2cedpk3CedmAtau,,,,,36.007400512695,-79.873199462891,anonymous,EN,Agree,Science,Disagree,Science,Undecided,Science,Undecided,Science,Agree,Science,Agree,Science,Disagree,Science,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,,,33087497
